E_PIZZA_ORDER_KEY,E_PIZZA_ID,E_ORDER_ID,ORDER_SIZE,SAUCE,CHEESE,MEAT,VEGGIES,BAKED,STARTTIMESTAMP,ENDTIMESTAMP,LATENCYMS
3_050b3fde-8b14-4304-9852-4553eb02f161,3,050b3fde-8b14-4304-9852-4553eb02f161,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764172871242,1764173027145,155903
3_067646a4-55fb-4794-a053-f0b8058b5d4b,3,067646a4-55fb-4794-a053-f0b8058b5d4b,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172571083,1764172588257,17174
3_1ad7ffbb-1ea1-4cf1-a0b9-eac3d3dd5c8f,3,1ad7ffbb-1ea1-4cf1-a0b9-eac3d3dd5c8f,10,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764170285405,1764170666815,381410
3_1c15c39d-92af-4ded-80f9-83ab37feb1d5,3,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,tomato,['mozzarella'],['pepperoni'],[],False,1764176667969,1764176721675,53706
3_1c428b84-d265-447f-993d-9968f43eef23,3,1c428b84-d265-447f-993d-9968f43eef23,10,tomato,['mozzarella'],[],['basil'],False,1764170729048,1764170745268,16220
3_367a96cd-8c2e-4297-a96c-8e35a863c6bc,3,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],['pepperoni'],[],False,1764174093799,1764174117613,23814
3_421192c7-eb11-4d32-a456-8ed4aeeac2b8,3,421192c7-eb11-4d32-a456-8ed4aeeac2b8,10,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",False,1764170953233,1764171110014,156781
3_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,3,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764173395713,1764173478329,82616
3_56515d74-4b3f-4734-849c-aecefc0e8b0e,3,56515d74-4b3f-4734-849c-aecefc0e8b0e,10,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",False,1764170789718,1764170807485,17767
3_5da8a4f9-bc15-4259-bb24-6cd8105a4c23,3,5da8a4f9-bc15-4259-bb24-6cd8105a4c23,10,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764170849419,1764170868017,18598
3_66c49367-be59-420c-9602-7763eee79cfa,3,66c49367-be59-420c-9602-7763eee79cfa,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764171261258,1764171281825,20567
3_6ff0ad0d-0de3-4921-8eb2-d5ecf9af02ef,3,6ff0ad0d-0de3-4921-8eb2-d5ecf9af02ef,10,tomato,['mozzarella'],[],['basil'],False,1764170532036,1764170691882,159846
3_7075519a-7d8c-49b4-9f8c-fa9b83857e42,3,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764172089840,1764172106927,17087
3_9563c743-f1f0-4eb8-a12d-256f529be4b2,3,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764171051996,1764171125069,73073
3_9caddd73-34e8-406b-b20b-2ab365bdfc6e,3,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171589904,1764171614487,24583
3_9dab3fa1-9659-4c1a-8667-62546b58f72f,3,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,tomato,['mozzarella'],['pepperoni'],[],True,1764173133097,1764173152457,19360
3_a37c3e48-f834-445e-b823-7bea1566b633,3,a37c3e48-f834-445e-b823-7bea1566b633,100,tomato,['mozzarella'],['pepperoni'],[],False,1764176216323,1764176296385,80062
3_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,3,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,Olive Oil,"['mozzarella', 'provolone', 'parmesan', 'gorgonzola']",[],[],True,1764172251329,1764172269236,17907
3_c46dc17e-41ac-4425-acf0-f57987a7dd22,3,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,tomato,['mozzarella'],['pepperoni'],[],True,1764171771155,1764171787734,16579
3_df93b2e3-8576-4f50-8ff4-916e33571ea9,3,df93b2e3-8576-4f50-8ff4-916e33571ea9,100,tomato,['mozzarella'],['pepperoni'],[],False,1764175762542,1764175846533,83991
3_e5dba830-a09d-4643-9f68-3bee72822100,3,e5dba830-a09d-4643-9f68-3bee72822100,10,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",False,1764170759246,1764170776952,17706
3_f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,3,f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764173585466,1764173602919,17453
3_f5187049-c9f4-44c8-b5ff-53878610baea,3,f5187049-c9f4-44c8-b5ff-53878610baea,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764174562144,1764174580614,18470
3_f5d43d0e-8689-4f51-aa48-bf8fae557c3e,3,f5d43d0e-8689-4f51-aa48-bf8fae557c3e,10,tomato,['mozzarella'],[],['basil'],False,1764170698690,1764170716956,18266
3_f80f6b41-5447-4a44-98d2-9a08bead866d,3,f80f6b41-5447-4a44-98d2-9a08bead866d,10,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764170820181,1764170837834,17653
3_fbca2e1f-e8cd-4c93-85a5-7082b7963cb6,3,fbca2e1f-e8cd-4c93-85a5-7082b7963cb6,10,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764170879175,1764170899821,20646
3_fe0c1f3a-2994-49b4-b93d-c7007756f322,3,fe0c1f3a-2994-49b4-b93d-c7007756f322,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764177291440,1764177308114,16674
3_fe8e08a8-777e-4986-a7e2-482b8f9fb831,3,fe8e08a8-777e-4986-a7e2-482b8f9fb831,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764175176852,1764175407960,231108
40_050b3fde-8b14-4304-9852-4553eb02f161,40,050b3fde-8b14-4304-9852-4553eb02f161,50,tomato,['mozzarella'],['pepperoni'],[],True,1764173093875,1764173119872,25997
40_067646a4-55fb-4794-a053-f0b8058b5d4b,40,067646a4-55fb-4794-a053-f0b8058b5d4b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764172684409,1764172702875,18466
40_1c15c39d-92af-4ded-80f9-83ab37feb1d5,40,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764176786563,1764176814857,28294
40_367a96cd-8c2e-4297-a96c-8e35a863c6bc,40,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],False,1764174364928,1764174400101,35173
40_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,40,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764173544025,1764173571625,27600
40_66c49367-be59-420c-9602-7763eee79cfa,40,66c49367-be59-420c-9602-7763eee79cfa,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171483883,1764171569344,85461
40_7075519a-7d8c-49b4-9f8c-fa9b83857e42,40,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,tomato,['mozzarella'],[],['basil'],True,1764172208440,1764172232493,24053
40_9563c743-f1f0-4eb8-a12d-256f529be4b2,40,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171216561,1764171238284,21723
40_9caddd73-34e8-406b-b20b-2ab365bdfc6e,40,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764171731459,1764171750275,18816
40_9dab3fa1-9659-4c1a-8667-62546b58f72f,40,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173245206,1764173267837,22631
40_a37c3e48-f834-445e-b823-7bea1566b633,40,a37c3e48-f834-445e-b823-7bea1566b633,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764176348518,1764176389124,40606
40_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,40,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172531482,1764172550331,18849
40_c46dc17e-41ac-4425-acf0-f57987a7dd22,40,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,tomato,['mozzarella'],[],['basil'],True,1764172050553,1764172073077,22524
40_df93b2e3-8576-4f50-8ff4-916e33571ea9,40,df93b2e3-8576-4f50-8ff4-916e33571ea9,100,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",False,1764175913504,1764175939267,25763
40_f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,40,f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764173806985,1764173892649,85664
40_f5187049-c9f4-44c8-b5ff-53878610baea,40,f5187049-c9f4-44c8-b5ff-53878610baea,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764174837126,1764174875344,38218
40_fe0c1f3a-2994-49b4-b93d-c7007756f322,40,fe0c1f3a-2994-49b4-b93d-c7007756f322,100,Olive Oil,"['mozzarella', 'provolone', 'parmesan', 'gorgonzola']",[],[],False,1764177408599,1764177426537,17938
40_fe8e08a8-777e-4986-a7e2-482b8f9fb831,40,fe8e08a8-777e-4986-a7e2-482b8f9fb831,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764175462112,1764175500713,38601
41_050b3fde-8b14-4304-9852-4553eb02f161,41,050b3fde-8b14-4304-9852-4553eb02f161,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173096884,1764173122376,25492
41_067646a4-55fb-4794-a053-f0b8058b5d4b,41,067646a4-55fb-4794-a053-f0b8058b5d4b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764172687433,1764172707218,19785
41_1c15c39d-92af-4ded-80f9-83ab37feb1d5,41,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764176789575,1764176817362,27787
41_367a96cd-8c2e-4297-a96c-8e35a863c6bc,41,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],False,1764174367934,1764174402624,34690
41_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,41,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764173548532,1764173574128,25596
41_66c49367-be59-420c-9602-7763eee79cfa,41,66c49367-be59-420c-9602-7763eee79cfa,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171486892,1764171573055,86163
41_7075519a-7d8c-49b4-9f8c-fa9b83857e42,41,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,tomato,['mozzarella'],[],['basil'],True,1764172211462,1764172235000,23538
41_9563c743-f1f0-4eb8-a12d-256f529be4b2,41,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171219559,1764171242295,22736
41_9caddd73-34e8-406b-b20b-2ab365bdfc6e,41,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764171734962,1764171752781,17819
41_9dab3fa1-9659-4c1a-8667-62546b58f72f,41,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173248375,1764173448178,199803
41_a37c3e48-f834-445e-b823-7bea1566b633,41,a37c3e48-f834-445e-b823-7bea1566b633,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764176351526,1764176391627,40101
41_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,41,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172534592,1764172552838,18246
41_c46dc17e-41ac-4425-acf0-f57987a7dd22,41,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764172053641,1764172075584,21943
41_df93b2e3-8576-4f50-8ff4-916e33571ea9,41,df93b2e3-8576-4f50-8ff4-916e33571ea9,100,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",False,1764175916619,1764175941774,25155
41_f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,41,f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764173810001,1764173895155,85154
41_f5187049-c9f4-44c8-b5ff-53878610baea,41,f5187049-c9f4-44c8-b5ff-53878610baea,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764174840136,1764174877856,37720
41_fe0c1f3a-2994-49b4-b93d-c7007756f322,41,fe0c1f3a-2994-49b4-b93d-c7007756f322,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764177411607,1764177431248,19641
41_fe8e08a8-777e-4986-a7e2-482b8f9fb831,41,fe8e08a8-777e-4986-a7e2-482b8f9fb831,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764175465131,1764175503216,38085
42_050b3fde-8b14-4304-9852-4553eb02f161,42,050b3fde-8b14-4304-9852-4553eb02f161,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173099892,1764173124882,24990
42_067646a4-55fb-4794-a053-f0b8058b5d4b,42,067646a4-55fb-4794-a053-f0b8058b5d4b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764172690447,1764172709733,19286
42_1c15c39d-92af-4ded-80f9-83ab37feb1d5,42,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764176792584,1764176819870,27286
42_367a96cd-8c2e-4297-a96c-8e35a863c6bc,42,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],False,1764174370943,1764174405133,34190
42_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,42,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],True,1764173551547,1764173576634,25087
42_66c49367-be59-420c-9602-7763eee79cfa,42,66c49367-be59-420c-9602-7763eee79cfa,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171490097,1764171576767,86670
42_7075519a-7d8c-49b4-9f8c-fa9b83857e42,42,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764172215975,1764172238210,22235
42_9563c743-f1f0-4eb8-a12d-256f529be4b2,42,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171222589,1764171246308,23719
42_9caddd73-34e8-406b-b20b-2ab365bdfc6e,42,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764171737976,1764171755290,17314
42_9dab3fa1-9659-4c1a-8667-62546b58f72f,42,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173251389,1764173450766,199377
42_a37c3e48-f834-445e-b823-7bea1566b633,42,a37c3e48-f834-445e-b823-7bea1566b633,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764176354537,1764176394133,39596
42_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,42,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172537688,1764172555444,17756
42_c46dc17e-41ac-4425-acf0-f57987a7dd22,42,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764172056658,1764172078089,21431
42_df93b2e3-8576-4f50-8ff4-916e33571ea9,42,df93b2e3-8576-4f50-8ff4-916e33571ea9,100,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",False,1764175919714,1764175944280,24566
42_f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,42,f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764173813010,1764173897662,84652
42_f5187049-c9f4-44c8-b5ff-53878610baea,42,f5187049-c9f4-44c8-b5ff-53878610baea,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764174843160,1764174880361,37201
42_fe0c1f3a-2994-49b4-b93d-c7007756f322,42,fe0c1f3a-2994-49b4-b93d-c7007756f322,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764177414616,1764177433756,19140
42_fe8e08a8-777e-4986-a7e2-482b8f9fb831,42,fe8e08a8-777e-4986-a7e2-482b8f9fb831,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764175468139,1764175505722,37583
43_050b3fde-8b14-4304-9852-4553eb02f161,43,050b3fde-8b14-4304-9852-4553eb02f161,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764173102898,1764173127389,24491
43_067646a4-55fb-4794-a053-f0b8058b5d4b,43,067646a4-55fb-4794-a053-f0b8058b5d4b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764172693474,1764172713447,19973
43_1c15c39d-92af-4ded-80f9-83ab37feb1d5,43,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764176795594,1764176822376,26782
43_367a96cd-8c2e-4297-a96c-8e35a863c6bc,43,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],False,1764174373958,1764174407640,33682
43_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,43,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],True,1764173554563,1764173579140,24577
43_66c49367-be59-420c-9602-7763eee79cfa,43,66c49367-be59-420c-9602-7763eee79cfa,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171493198,1764171580981,87783
43_7075519a-7d8c-49b4-9f8c-fa9b83857e42,43,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764172218994,1764172241922,22928
43_9563c743-f1f0-4eb8-a12d-256f529be4b2,43,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171225693,1764171250526,24833
43_9caddd73-34e8-406b-b20b-2ab365bdfc6e,43,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,White Garlic Cream,['mozzarella'],[],"['mushroom', 'truffle']",True,1764171740995,1764171759003,18008
43_9dab3fa1-9659-4c1a-8667-62546b58f72f,43,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],True,1764173297487,1764173453271,155784
43_a37c3e48-f834-445e-b823-7bea1566b633,43,a37c3e48-f834-445e-b823-7bea1566b633,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764176357557,1764176396638,39081
43_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,43,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172540947,1764172557951,17004
43_c46dc17e-41ac-4425-acf0-f57987a7dd22,43,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",True,1764172059685,1764172080593,20908
43_df93b2e3-8576-4f50-8ff4-916e33571ea9,43,df93b2e3-8576-4f50-8ff4-916e33571ea9,100,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",False,1764175922723,1764175946788,24065
43_f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,43,f10c0f3d-f4e4-407e-a2b2-b0e2069c1e4e,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764173816029,1764173900166,84137
43_f5187049-c9f4-44c8-b5ff-53878610baea,43,f5187049-c9f4-44c8-b5ff-53878610baea,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764174846170,1764174882868,36698
43_fe0c1f3a-2994-49b4-b93d-c7007756f322,43,fe0c1f3a-2994-49b4-b93d-c7007756f322,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764177417638,1764177436263,18625
43_fe8e08a8-777e-4986-a7e2-482b8f9fb831,43,fe8e08a8-777e-4986-a7e2-482b8f9fb831,100,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],False,1764175471161,1764175508228,37067
44_050b3fde-8b14-4304-9852-4553eb02f161,44,050b3fde-8b14-4304-9852-4553eb02f161,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764173105906,1764173129896,23990
44_067646a4-55fb-4794-a053-f0b8058b5d4b,44,067646a4-55fb-4794-a053-f0b8058b5d4b,50,Pesto,"['mozzarella', 'feta']",[],"['spinach', 'sun-dried tomato', 'artichoke heart']",True,1764172696489,1764172717160,20671
44_1c15c39d-92af-4ded-80f9-83ab37feb1d5,44,1c15c39d-92af-4ded-80f9-83ab37feb1d5,100,Hollandaise Sauce,"['mozzarella', 'cheddar']","['sausage', 'bacon']","['scrambled egg', 'chives']",False,1764176798602,1764176824882,26280
44_367a96cd-8c2e-4297-a96c-8e35a863c6bc,44,367a96cd-8c2e-4297-a96c-8e35a863c6bc,100,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],False,1764174376971,1764174410148,33177
44_482f7ff0-faed-45c3-90a7-7fb2fd0be63b,44,482f7ff0-faed-45c3-90a7-7fb2fd0be63b,50,tomato,['mozzarella'],['pepperoni'],[],True,1764173557665,1764173581644,23979
44_66c49367-be59-420c-9602-7763eee79cfa,44,66c49367-be59-420c-9602-7763eee79cfa,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764171496211,1764171584689,88478
44_7075519a-7d8c-49b4-9f8c-fa9b83857e42,44,7075519a-7d8c-49b4-9f8c-fa9b83857e42,50,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",True,1764172222265,1764172244428,22163
44_9563c743-f1f0-4eb8-a12d-256f529be4b2,44,9563c743-f1f0-4eb8-a12d-256f529be4b2,50,tomato,"['mozzarella', 'cheddar']","['pepperoni', 'sausage', 'ham']","['mushroom', 'onion', 'green pepper', 'black olive']",True,1764171228705,1764171254327,25622
44_9caddd73-34e8-406b-b20b-2ab365bdfc6e,44,9caddd73-34e8-406b-b20b-2ab365bdfc6e,50,Olive Oil,"['mozzarella', 'provolone', 'parmesan', 'gorgonzola']",[],[],True,1764171744009,1764171761509,17500
44_9dab3fa1-9659-4c1a-8667-62546b58f72f,44,9dab3fa1-9659-4c1a-8667-62546b58f72f,50,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],True,1764173299010,1764173455777,156767
44_a37c3e48-f834-445e-b823-7bea1566b633,44,a37c3e48-f834-445e-b823-7bea1566b633,100,Sriracha-Tomato Blend,"['mozzarella', 'jalapeño jack']",['ground beef'],"['jalapeño', 'red bell pepper']",False,1764176360582,1764176399145,38563
44_bcb75833-4cf6-4879-90fd-1da4a23f8bc1,44,bcb75833-4cf6-4879-90fd-1da4a23f8bc1,50,tomato,['mozzarella'],"['ham', 'bacon']",['pineapple'],True,1764172543950,1764172560460,16510
44_c46dc17e-41ac-4425-acf0-f57987a7dd22,44,c46dc17e-41ac-4425-acf0-f57987a7dd22,50,BBQ Sauce,"['mozzarella', 'smoked provolone']",['grilled chicken'],['red onion'],True,1764172062687,1764172083099,20412
